Task,Encoder,Classifier,Probed Word,Accuracy,ci_lower,mean,ci_upper,Target
animacy,GLoVe,20_20_20,the_1,53.8,53.8,53.8,53.8,object
animacy,GLoVe,20_20_20,the_2,53.8,53.8,53.8,53.8,object
animacy,GPT,1024,judge,87.064,81.35703247,87.11080083,92.47979573,object
animacy,GPT,1024,lawyers,53.806,53.8,53.80609941,53.82046042,object
animacy,GPT,1024,questioned,53.72,53.52093023,53.72005724,53.8,object
animacy,GPT,1024,the_1,53.8,53.8,53.8,53.8,object
animacy,GPT,1024,the_2,53.806,53.78694928,53.80669378,53.83501042,object
animacy,GPT,1024_1024_1024,judge,61.192,56.82909658,61.08732286,66.07307813,object
animacy,GPT,1024_1024_1024,lawyers,53.8,53.8,53.8,53.8,object
animacy,GPT,1024_1024_1024,questioned,53.8,53.8,53.8,53.8,object
animacy,GPT,1024_1024_1024,the_1,53.8,53.8,53.8,53.8,object
animacy,GPT,1024_1024_1024,the_2,53.826,53.76584193,53.82866937,53.90515,object
animacy,GPT,20_20_20,judge,83.366,77.63485732,83.34152522,89.49778409,object
animacy,GPT,20_20_20,lawyers,54.718,54.45245076,54.71623777,55.03487049,object
animacy,GPT,20_20_20,questioned,52.992,52.52734043,52.99046872,53.4230513,object
animacy,GPT,20_20_20,the_1,53.8,53.8,53.8,53.8,object
animacy,GPT,20_20_20,the_2,52.79,52.3219803,52.79485704,53.23681633,object
gender,BERT,1024,judge,99.45555556,99.125,99.44984591,99.76194805,object
gender,BERT,1024,lawyers,77.13333333,75.7,77.16830789,78.8,object
gender,BERT,1024,questioned,79.71935484,78.98676178,79.72041227,80.42010345,object
gender,BERT,1024,the_1,79.31333333,78.45180556,79.31563276,80.08159962,object
gender,BERT,1024,the_2,86.5,86.5,86.5,86.5,object
gender,BERT,1024_1024_1024,judge,99.75,99.6,99.74159315,99.9,object
gender,BERT,1024_1024_1024,lawyers,74.47741935,73.5429029,74.46170353,75.44667647,object
gender,BERT,1024_1024_1024,questioned,79.71935484,78.98676178,79.72041227,80.42010345,object
gender,BERT,1024_1024_1024,the_1,79.31333333,78.45180556,79.31563276,80.08159962,object
gender,BERT,1024_1024_1024,the_2,87.1625,86.78395357,87.15912775,87.49417542,object
gender,BERT,20_20_20,judge,99.9,99.81470588,99.89966345,99.96764706,object
gender,BERT,20_20_20,lawyers,74.47741935,73.5429029,74.46170353,75.44667647,object
gender,BERT,20_20_20,questioned,79.71935484,78.98676178,79.72041227,80.42010345,object
gender,BERT,20_20_20,the_1,79.31333333,78.45180556,79.31563276,80.08159962,object
gender,BERT,20_20_20,the_2,87.1625,86.78395357,87.15912775,87.49417542,object
gender,ELMo,1024,judge,88.1,87.19961538,88.09837301,88.6,object
gender,ELMo,1024,lawyers,60.4,60.4,60.4,60.4,object
gender,ELMo,1024,questioned,84.7,84.7,84.7,84.7,object
gender,ELMo,1024,the_1,65.2047619,64.11107527,65.192983,66.48826087,object
gender,ELMo,1024,the_2,92.8,89.61083333,92.74081271,94.35,object
gender,ELMo,1024_1024_1024,judge,88.63333333,88.6,88.63356105,88.7,object
gender,ELMo,1024_1024_1024,lawyers,60.4,60.4,60.4,60.4,object
gender,ELMo,1024_1024_1024,questioned,77.9,77.9,77.9,77.9,object
gender,ELMo,1024_1024_1024,the_1,65.2047619,64.11107527,65.192983,66.48826087,object
gender,ELMo,1024_1024_1024,the_2,94.3,94.3,94.3,94.3,object
gender,ELMo,20_20_20,judge,87.05588235,85.72191968,87.06062411,88.25519935,object
gender,ELMo,20_20_20,lawyers,60.4,60.4,60.4,60.4,object
gender,ELMo,20_20_20,questioned,83.58,82.84756494,83.57686024,84.26777253,object
gender,ELMo,20_20_20,the_1,65.2047619,64.11107527,65.192983,66.48826087,object
gender,ELMo,20_20_20,the_2,93.04347826,92.55256579,93.04800649,93.47003571,object
gender,GLoVe,1024,judge,94.172,89.03381649,94.17614952,98.48586957,object
gender,GLoVe,1024,lawyers,44,44,44,44,object
gender,GLoVe,1024,questioned,44.016,44,44.01637108,44.05457717,object
gender,GLoVe,1024,the_1,44,44,44,44,object
gender,GLoVe,1024,the_2,44,44,44,44,object
gender,GLoVe,1024_1024_1024,judge,71.312,64.11965278,71.22427208,79.77700111,object
gender,GLoVe,1024_1024_1024,lawyers,44,44,44,44,object
gender,GLoVe,1024_1024_1024,questioned,44,44,44,44,object
gender,GLoVe,1024_1024_1024,the_1,44,44,44,44,object
gender,GLoVe,1024_1024_1024,the_2,44,44,44,44,object
gender,GLoVe,20_20_20,judge,78.492,70.83068182,78.59629711,85.80933333,object
gender,GLoVe,20_20_20,lawyers,46.688,45.50376918,46.65889373,47.911,object
gender,GLoVe,20_20_20,questioned,45.466,45.06653061,45.46428927,45.918429,object
gender,GLoVe,20_20_20,the_1,44,44,44,44,object
gender,GLoVe,20_20_20,the_2,44,44,44,44,object
gender,GPT,1024,judge,67.51,60.49717593,67.22561498,74.3213216,object
gender,GPT,1024,lawyers,44,44,44,44,object
gender,GPT,1024,questioned,44,44,44,44,object
gender,GPT,1024,the_1,44,44,44,44,object
gender,GPT,1024,the_2,44.01,44,44.00991309,44.03336207,object
gender,GPT,1024_1024_1024,judge,47.102,44,47.1109669,50.87275219,object
gender,GPT,1024_1024_1024,lawyers,44.124,44,44.12837858,44.31967262,object
gender,GPT,1024_1024_1024,questioned,44,44,44,44,object
gender,GPT,1024_1024_1024,the_1,44,44,44,44,object
gender,GPT,1024_1024_1024,the_2,44,44,44,44,object
gender,GPT,20_20_20,judge,72.742,65.66949275,72.62108818,79.76067827,object
gender,GPT,20_20_20,lawyers,46.374,45.45784018,46.38094585,47.45110302,object
gender,GPT,20_20_20,questioned,45.936,45.21059568,45.9295569,46.68514244,object
gender,GPT,20_20_20,the_1,44,44,44,44,object
gender,GPT,20_20_20,the_2,45.744,45.11154942,45.74953583,46.44874493,object
number,BERT,1024,judge,99.96944444,99.95332813,99.96974521,99.98484848,object
number,BERT,1024,lawyers,93.37,92.18275,93.3594392,94.61675,object
number,BERT,1024,questioned,96.00714286,95.42191667,96.00563678,96.66023077,object
number,BERT,1024,the_1,95.96923077,95.10833333,95.92209677,96.66383117,object
number,BERT,1024,the_2,97.86666667,97.67643382,97.86698226,98.058375,object
number,BERT,1024_1024_1024,judge,99.94285714,99.9,99.94389185,99.98584821,object
number,BERT,1024_1024_1024,lawyers,91.77058824,91.55,91.76792038,92.01035714,object
number,BERT,1024_1024_1024,questioned,95.17352941,95.00242613,95.18071338,95.36428968,object
number,BERT,1024_1024_1024,the_1,91.9,91.8,91.89993878,92,object
number,BERT,1024_1024_1024,the_2,97.5,97.5,97.5,97.5,object
number,BERT,20_20_20,judge,99.96052632,99.94444444,99.96004534,99.97441984,object
number,BERT,20_20_20,lawyers,91.77058824,91.55,91.76792038,92.01035714,object
number,BERT,20_20_20,questioned,95.17352941,95.00242613,95.18071338,95.36428968,object
number,BERT,20_20_20,the_1,94.41724138,94.08250776,94.41836663,94.79545949,object
number,BERT,20_20_20,the_2,97.33870968,97.2031064,97.34009737,97.47938116,object
number,ELMo,1024,judge,100,100,100,100,object
number,ELMo,1024,lawyers,61.61818182,60.9399375,61.61127852,62.32234848,object
number,ELMo,1024,questioned,91.36666667,90.9,91.36139887,92,object
number,ELMo,1024,the_1,72.4,72.4,72.4,72.4,object
number,ELMo,1024,the_2,98.9826087,98.81246528,98.97693416,99.12694444,object
number,ELMo,1024_1024_1024,judge,100,100,100,100,object
number,ELMo,1024_1024_1024,lawyers,61.61818182,60.9399375,61.61127852,62.32234848,object
number,ELMo,1024_1024_1024,questioned,90.73333333,90.5608251,90.73456029,90.93611111,object
number,ELMo,1024_1024_1024,the_1,72.4,72.4,72.4,72.4,object
number,ELMo,1024_1024_1024,the_2,99.02,98.74,99.01860813,99.25,object
number,ELMo,20_20_20,judge,100,100,100,100,object
number,ELMo,20_20_20,lawyers,61.61818182,60.9399375,61.61127852,62.32234848,object
number,ELMo,20_20_20,questioned,90.73333333,90.5608251,90.73456029,90.93611111,object
number,ELMo,20_20_20,the_1,69.84117647,69.26054487,69.84115148,70.40556373,object
number,ELMo,20_20_20,the_2,99.15675676,99.08386879,99.15576382,99.20303267,object
number,GLoVe,1024,judge,97.964,94.58510638,98.01731774,100,object
number,GLoVe,1024,lawyers,49.1,49.1,49.1,49.1,object
number,GLoVe,1024,questioned,49.08,49.04897305,49.08016372,49.1,object
number,GLoVe,1024,the_1,49.1,49.1,49.1,49.1,object
number,GLoVe,1024,the_2,49.1,49.1,49.1,49.1,object
number,GLoVe,1024_1024_1024,judge,80.404,74.29712255,80.43365894,87.04202083,object
number,GLoVe,1024_1024_1024,lawyers,49.116,49.1,49.11553234,49.15333333,object
number,GLoVe,1024_1024_1024,questioned,49.1,49.1,49.1,49.1,object
number,GLoVe,1024_1024_1024,the_1,49.1,49.1,49.1,49.1,object
number,GLoVe,1024_1024_1024,the_2,49.1,49.1,49.1,49.1,object
number,GLoVe,20_20_20,judge,80.446,73.24876117,80.5340243,87.16497768,object
number,GLoVe,20_20_20,lawyers,50.07,49.76102273,50.07390922,50.40714323,object
number,GLoVe,20_20_20,questioned,50.038,49.82199688,50.04181467,50.26459375,object
number,GLoVe,20_20_20,the_1,49.1,49.1,49.1,49.1,object
number,GLoVe,20_20_20,the_2,49.1,49.1,49.1,49.1,object
number,GPT,1024,judge,78.622,71.83954492,78.69279663,85.15587702,object
number,GPT,1024,lawyers,49.1,49.1,49.1,49.1,object
number,GPT,1024,questioned,49.074,49.04736603,49.07430926,49.09434224,object
number,GPT,1024,the_1,49.1,49.1,49.1,49.1,object
number,GPT,1024,the_2,49.094,49.08,49.09415886,49.1,object
number,GPT,1024_1024_1024,judge,54.19,50.13877551,54.20539124,58.92620423,object
number,GPT,1024_1024_1024,lawyers,49.164,49.1,49.16389228,49.30869565,object
number,GPT,1024_1024_1024,questioned,49.104,49.08392127,49.10461757,49.13261079,object
number,GPT,1024_1024_1024,the_1,49.1,49.1,49.1,49.1,object
number,GPT,1024_1024_1024,the_2,49.1,49.1,49.1,49.1,object
number,GPT,20_20_20,judge,82.664,75.78567568,82.63814449,89.15782882,object
number,GPT,20_20_20,lawyers,50.458,50.06953661,50.46075892,50.88097826,object
number,GPT,20_20_20,questioned,49.228,48.98459302,49.21923587,49.46752303,object
number,GPT,20_20_20,the_1,49.1,49.1,49.1,49.1,object
number,GPT,20_20_20,the_2,49.5,49.2469761,49.50046318,49.77730899,object
animacy,BERT,1024,judge,99.39285714,99.32,99.39335515,99.47779762,subject
animacy,BERT,1024,lawyers,100,100,100,100,subject
animacy,BERT,1024,questioned,99.225,99.09401471,99.22523623,99.33530462,subject
animacy,BERT,1024,the_1,99.75384615,99.69628019,99.75399849,99.80454545,subject
animacy,BERT,1024,the_2,98.36666667,98.02493056,98.36703122,98.68805,subject
animacy,BERT,1024_1024_1024,judge,99.15,99.1,99.14942232,99.2,subject
animacy,BERT,1024_1024_1024,lawyers,100,100,100,100,subject
animacy,BERT,1024_1024_1024,questioned,99.05,98.9,99.0510717,99.2,subject
animacy,BERT,1024_1024_1024,the_1,99.78,99.73333333,99.78045995,99.8,subject
animacy,BERT,1024_1024_1024,the_2,98.4,98.3,98.40108812,98.5,subject
animacy,BERT,20_20_20,judge,99.27419355,99.22972723,99.27365873,99.31853175,subject
animacy,BERT,20_20_20,lawyers,100,100,100,100,subject
animacy,BERT,20_20_20,questioned,99.11923077,99.07186384,99.11825814,99.16429147,subject
animacy,BERT,20_20_20,the_1,99.77857143,99.73333333,99.77913357,99.815,subject
animacy,BERT,20_20_20,the_2,98.97391304,98.88998684,98.97478651,99.04587171,subject
animacy,ELMo,1024,judge,74.9,71.2,74.89234718,78.6,subject
animacy,ELMo,1024,lawyers,100,100,100,100,subject
animacy,ELMo,1024,questioned,99.32857143,98.96659091,99.31725714,99.62857143,subject
animacy,ELMo,1024,the_1,100,100,100,100,subject
animacy,ELMo,1024,the_2,98.12,97.7,98.10957809,98.52928571,subject
animacy,ELMo,1024_1024_1024,lawyers,100,100,100,100,subject
animacy,ELMo,1024_1024_1024,questioned,99.6,99.6,99.6,99.6,subject
animacy,ELMo,1024_1024_1024,the_1,100,100,100,100,subject
animacy,ELMo,1024_1024_1024,the_2,96.4,96.4,96.4,96.4,subject
animacy,ELMo,20_20_20,judge,96.41034483,96.2,96.41281378,96.63333333,subject
animacy,ELMo,20_20_20,lawyers,98.02903226,96.87989655,98.00080515,99.0862069,subject
animacy,ELMo,20_20_20,questioned,99.60625,99.53636364,99.60696787,99.67407706,subject
animacy,ELMo,20_20_20,the_1,98.99583333,98.08969913,98.99803471,99.77419355,subject
animacy,ELMo,20_20_20,the_2,98.23043478,98.06666667,98.22850665,98.38501786,subject
animacy,GLoVe,1024,judge,55.056,54.90713474,55.0519103,55.22806271,subject
animacy,GLoVe,1024,lawyers,80.156,73.94222222,80.19714132,86.22080616,subject
animacy,GLoVe,1024,questioned,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024,the_1,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024,the_2,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024_1024_1024,judge,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024_1024_1024,lawyers,72.038,66.175,71.96943025,78.31911458,subject
animacy,GLoVe,1024_1024_1024,questioned,54.848,54.7540891,54.84995546,54.9,subject
animacy,GLoVe,1024_1024_1024,the_1,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024_1024_1024,the_2,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,20_20_20,judge,56.62,56.19995192,56.63118735,57.07210442,subject
animacy,GLoVe,20_20_20,lawyers,81.608,75.70881158,81.45492028,87.37547273,subject
animacy,GLoVe,20_20_20,questioned,54.746,54.62036111,54.74568154,54.84904412,subject
animacy,GLoVe,20_20_20,the_1,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,20_20_20,the_2,54.9,54.9,54.9,54.9,subject
animacy,GPT,1024,judge,93.78,92.05875,93.81528109,95.4,subject
animacy,GPT,1024,lawyers,100,100,100,100,subject
animacy,GPT,1024,questioned,92.4,92.08333333,92.40058872,92.68,subject
animacy,GPT,1024,the_1,54.9,54.9,54.9,54.9,subject
animacy,GPT,1024,the_2,94.612,94.293,94.60838241,94.85456113,subject
animacy,GPT,1024_1024_1024,judge,94.6,94.2,94.61252072,95,subject
animacy,GPT,1024_1024_1024,lawyers,100,100,100,100,subject
animacy,GPT,1024_1024_1024,questioned,91.8,91.8,91.8,91.8,subject
animacy,GPT,1024_1024_1024,the_1,54.9,54.9,54.9,54.9,subject
animacy,GPT,1024_1024_1024,the_2,94.46666667,93.43333333,94.45712063,95.505,subject
animacy,GPT,20_20_20,judge,94.64482759,94.47139286,94.64871082,94.83226044,subject
animacy,GPT,20_20_20,lawyers,100,100,100,100,subject
animacy,GPT,20_20_20,questioned,92.07575758,91.86313067,92.06833805,92.27931622,subject
animacy,GPT,20_20_20,the_1,54.9,54.9,54.9,54.9,subject
animacy,GPT,20_20_20,the_2,94.61142857,94.28942599,94.62110234,94.91925,subject
gender,BERT,1024,judge,84.9,84.9,84.9,84.9,subject
gender,BERT,1024,lawyers,99.11818182,98.83593333,99.12025713,99.4,subject
gender,BERT,1024,questioned,84.585,84.07721591,84.57700299,85.0935,subject
gender,BERT,1024,the_1,83.22222222,81.0995,83.24511017,85.35559524,subject
gender,BERT,1024,the_2,83.5,82.62980556,83.49642359,84.4753125,subject
gender,BERT,1024_1024_1024,judge,82.98695652,82.54799565,82.99557524,83.5,subject
gender,BERT,1024_1024_1024,lawyers,99.15,98.3,99.14477089,99.6,subject
gender,BERT,1024_1024_1024,questioned,83.65,82.8,83.61721992,84.5,subject
gender,BERT,1024_1024_1024,the_1,81,81,81,81,subject
gender,BERT,1024_1024_1024,the_2,84.2,84.2,84.2,84.2,subject
gender,BERT,20_20_20,judge,82.98695652,82.54799565,82.99557524,83.5,subject
gender,BERT,20_20_20,lawyers,99.46944444,99.43333333,99.46966303,99.50322849,subject
gender,BERT,20_20_20,questioned,83.009375,82.34515152,82.99865252,83.63940357,subject
gender,BERT,20_20_20,the_1,82.79285714,82.49614695,82.79364481,83.12229167,subject
gender,BERT,20_20_20,the_2,83.11818182,82.71764066,83.11248255,83.52924395,subject
gender,ELMo,1024,judge,87.08148148,84.26174603,87.00465112,89.42374118,subject
gender,ELMo,1024,lawyers,87.08148148,84.26174603,87.00465112,89.42374118,subject
gender,ELMo,1024,questioned,98.4875,98.12848214,98.47877398,98.8,subject
gender,ELMo,1024,the_1,88.47083333,84.9887788,88.461899,91.45041667,subject
gender,ELMo,1024,the_2,96.2,96.2,96.2,96.2,subject
gender,ELMo,1024_1024_1024,judge,62,62,62,62,subject
gender,ELMo,1024_1024_1024,lawyers,84.9,76.7,84.83342547,89,subject
gender,ELMo,1024_1024_1024,questioned,97.9,97.9,97.9,97.9,subject
gender,ELMo,1024_1024_1024,the_1,91.3,91.3,91.3,91.3,subject
gender,ELMo,1024_1024_1024,the_2,95.675,95.48069444,95.67411551,95.866875,subject
gender,ELMo,20_20_20,judge,62,62,62,62,subject
gender,ELMo,20_20_20,lawyers,80.73030303,76.70819056,80.80213648,84.51013158,subject
gender,ELMo,20_20_20,questioned,97.60909091,97.44329167,97.6112062,97.80607576,subject
gender,ELMo,20_20_20,the_1,88.47083333,84.9887788,88.461899,91.45041667,subject
gender,ELMo,20_20_20,the_2,95.675,95.48069444,95.67411551,95.866875,subject
gender,GLoVe,1024,judge,47.1,47.1,47.1,47.1,subject
gender,GLoVe,1024,lawyers,97.884,94.24947727,97.86095422,100,subject
gender,GLoVe,1024,questioned,47.116,47.1,47.11572749,47.14319983,subject
gender,GLoVe,1024,the_1,47.1,47.1,47.1,47.1,subject
gender,GLoVe,1024,the_2,47.1,47.1,47.1,47.1,subject
gender,GLoVe,1024_1024_1024,judge,47.156,47.1,47.15839319,47.28677273,subject
gender,GLoVe,1024_1024_1024,lawyers,73.132,65.66035949,73.19700397,80.60913564,subject
gender,GLoVe,1024_1024_1024,questioned,47.1,47.1,47.1,47.1,subject
gender,GLoVe,1024_1024_1024,the_1,47.1,47.1,47.1,47.1,subject
gender,GLoVe,1024_1024_1024,the_2,47.1,47.1,47.1,47.1,subject
gender,GLoVe,20_20_20,judge,50.428,49.54133929,50.41530894,51.27160636,subject
gender,GLoVe,20_20_20,lawyers,79.458,72.34772727,79.39388867,85.80793333,subject
gender,GLoVe,20_20_20,questioned,49.258,48.75403249,49.270043,49.80451691,subject
gender,GLoVe,20_20_20,the_1,47.1,47.1,47.1,47.1,subject
gender,GLoVe,20_20_20,the_2,47.1,47.1,47.1,47.1,subject
gender,GPT,1024,judge,97.23333333,96.6,97.23418756,97.7,subject
gender,GPT,1024,lawyers,100,100,100,100,subject
gender,GPT,1024,questioned,96.14705882,95.64992647,96.14711495,96.66003846,subject
gender,GPT,1024,the_1,47.1,47.1,47.1,47.1,subject
gender,GPT,1024,the_2,95.85172414,95.33895217,95.85126443,96.23162281,subject
gender,GPT,1024_1024_1024,judge,96.83428571,96.70226744,96.83627979,96.97580808,subject
gender,GPT,1024_1024_1024,lawyers,100,100,100,100,subject
gender,GPT,1024_1024_1024,questioned,95.6,94.8,95.5758498,96.4,subject
gender,GPT,1024_1024_1024,the_1,47.1,47.1,47.1,47.1,subject
gender,GPT,1024_1024_1024,the_2,95.95,94.9,95.94715,97,subject
gender,GPT,20_20_20,judge,96.83428571,96.70226744,96.83627979,96.97580808,subject
gender,GPT,20_20_20,lawyers,98.85862069,97.39655172,98.82919915,100,subject
gender,GPT,20_20_20,questioned,95.32432432,95.14331061,95.32498166,95.50515625,subject
gender,GPT,20_20_20,the_1,47.1,47.1,47.1,47.1,subject
gender,GPT,20_20_20,the_2,94.29117647,93.98996154,94.2982369,94.60312121,subject
number,BERT,1024,judge,92.54,91.45,92.52891421,93.85541667,subject
number,BERT,1024,lawyers,99.84137931,99.775975,99.84107289,99.90689655,subject
number,BERT,1024,questioned,94.32105263,93.48219888,94.31585227,95.17797619,subject
number,BERT,1024,the_1,92.85,90.44084821,92.83049711,95.066875,subject
number,BERT,1024,the_2,92.44444444,91.475,92.44508922,93.507,subject
number,BERT,1024_1024_1024,judge,92.54,91.45,92.52891421,93.85541667,subject
number,BERT,1024_1024_1024,lawyers,99.76666667,99.7,99.76624296,99.8,subject
number,BERT,1024_1024_1024,questioned,96,95.7,95.99507531,96.3,subject
number,BERT,1024_1024_1024,the_1,92.85,90.44084821,92.83049711,95.066875,subject
number,BERT,1024_1024_1024,the_2,93.6,92.4,93.63405061,94.8,subject
number,BERT,20_20_20,judge,93.14375,92.94373733,93.14445605,93.36062317,subject
number,BERT,20_20_20,lawyers,99.89393939,99.85674409,99.89496408,99.93,subject
number,BERT,20_20_20,questioned,96.57741935,96.36922414,96.57702921,96.75221572,subject
number,BERT,20_20_20,the_1,94.16969697,93.77036111,94.16019845,94.53169225,subject
number,BERT,20_20_20,the_2,93.721875,93.55286765,93.72412473,93.8643165,subject
number,ELMo,1024,judge,87.2,85.8,87.27904834,88.6,subject
number,ELMo,1024,lawyers,100,100,100,100,subject
number,ELMo,1024,questioned,97.29333333,96.44708647,97.31041939,98.24581818,subject
number,ELMo,1024,the_1,100,100,100,100,subject
number,ELMo,1024,the_2,95.2,94.8,95.19944838,95.6,subject
number,ELMo,1024_1024_1024,judge,87.2,85.8,87.27904834,88.6,subject
number,ELMo,1024_1024_1024,lawyers,100,100,100,100,subject
number,ELMo,1024_1024_1024,questioned,98.3,98.3,98.3,98.3,subject
number,ELMo,1024_1024_1024,the_1,100,100,100,100,subject
number,ELMo,1024_1024_1024,the_2,93.9,93.9,93.9,93.9,subject
number,ELMo,20_20_20,judge,87.74230769,87.24736842,87.73837204,88.2901413,subject
number,ELMo,20_20_20,lawyers,100,100,100,100,subject
number,ELMo,20_20_20,questioned,99.39166667,99.17328571,99.39573019,99.5468796,subject
number,ELMo,20_20_20,the_1,100,100,100,100,subject
number,ELMo,20_20_20,the_2,93.48181818,92.84948529,93.47728199,93.98766544,subject
number,GLoVe,1024,judge,45.5,45.5,45.5,45.5,subject
number,GLoVe,1024,lawyers,98.93137255,96.2819305,98.83817539,100,subject
number,GLoVe,1024,questioned,45.48627451,45.45333333,45.48693846,45.5,subject
number,GLoVe,1024,the_1,45.5,45.5,45.5,45.5,subject
number,GLoVe,1024,the_2,45.5,45.5,45.5,45.5,subject
number,GLoVe,1024_1024_1024,judge,45.5254902,45.5,45.52589321,45.58666667,subject
number,GLoVe,1024_1024_1024,lawyers,79.13921569,71.94959526,79.21768151,86.38542453,subject
number,GLoVe,1024_1024_1024,questioned,45.56078431,45.5,45.55966752,45.66668919,subject
number,GLoVe,1024_1024_1024,the_1,45.5,45.5,45.5,45.5,subject
number,GLoVe,1024_1024_1024,the_2,45.5,45.5,45.5,45.5,subject
number,GLoVe,20_20_20,judge,46.92156863,46.52599728,46.91628597,47.32392544,subject
number,GLoVe,20_20_20,lawyers,81.92745098,75.08100893,81.9670744,89.09479498,subject
number,GLoVe,20_20_20,questioned,47.51960784,46.98289773,47.52142955,48.06905612,subject
number,GLoVe,20_20_20,the_1,45.5,45.5,45.5,45.5,subject
number,GLoVe,20_20_20,the_2,45.5,45.5,45.5,45.5,subject
number,GPT,1024,judge,95.6,94.6895,95.60022658,96.4,subject
number,GPT,1024,lawyers,80.33333333,79.11914875,80.35533023,81.43944528,subject
number,GPT,1024,questioned,97.12105263,96.63426355,97.11392506,97.49047991,subject
number,GPT,1024,the_1,45.5,45.5,45.5,45.5,subject
number,GPT,1024,the_2,95.55588235,95.32216667,95.55270586,95.76211724,subject
number,GPT,1024_1024_1024,judge,92.9,92.2,92.89287544,93.6,subject
number,GPT,1024_1024_1024,lawyers,79.24,74.5,79.12008526,83.7,subject
number,GPT,1024_1024_1024,questioned,95.1,92.5,95.11670899,97.7,subject
number,GPT,1024_1024_1024,the_1,45.5,45.5,45.5,45.5,subject
number,GPT,1024_1024_1024,the_2,95.66666667,95.5,95.66930202,95.8,subject
number,GPT,20_20_20,judge,92.978125,92.63875,92.98730353,93.35122474,subject
number,GPT,20_20_20,lawyers,83.68888889,83.65712454,83.68956888,83.72222222,subject
number,GPT,20_20_20,questioned,97.09393939,96.67773819,97.09371876,97.4,subject
